ngram,freq,cumshare,en
seitdem,1460642,0.708,since
christlichen,1459771,0.708,Christian
geringe,1459458,0.708,low
gering,1459218,0.708,small amount
Faktor,1456723,0.708,factor
erkennt,1456603,0.708,recognizes
Blatt,1456422,0.708,sheet
gleicher,1456328,0.708,same
fliegen,1454688,0.708,to fly
anfangen,1453696,0.708,begin
wichtigste,1452838,0.708,most important
eigentliche,1451467,0.708,real
ausgeführt,1451428,0.708,executed
ehemaligen,1449579,0.708,former
demselben,1448935,0.708,same
hoffentlich,1448729,0.708,hopefully
Normen,1446265,0.708,norms
beider,1445903,0.708,in the
Zorn,1445697,0.708,anger
solltest,1445593,0.708,should
beweisen,1445282,0.708,prove
Vielzahl,1445062,0.708,variety
höchst,1444596,0.708,maximum
übernommen,1444215,0.708,accepted
Regelungen,1443726,0.708,regulations
begegnet,1443356,0.708,met
Knochen,1443158,0.708,bone
Geschlecht,1442976,0.708,gender
dahinter,1442932,0.708,behind
Theologie,1442872,0.709,theology
Zwecke,1441734,0.709,purposes
besonderer,1441369,0.709,special
Minute,1441367,0.709,minute
private,1441106,0.709,private
bestehenden,1440436,0.709,existing
Medizin,1439993,0.709,medicine
religiösen,1438741,0.709,religious
Zufall,1438625,0.709,coincidence
kehrte,1436209,0.709,returned
Damen,1435628,0.709,ladies
erheblich,1434775,0.709,significantly
unterbrach,1433954,0.709,interrupted
jenes,1430559,0.709,that
übel,1430060,0.709,bad
ansonsten,1429605,0.709,otherwise
Fluss,1429578,0.709,flow
schwieg,1429524,0.709,silent
hinterher,1428713,0.709,after
Phänomen,1428015,0.709,phenomenon
Pflanzen,1427083,0.709,plant
entwickelte,1425896,0.709,developed
schlimmer,1424961,0.709,worse
wussten,1424940,0.709,knew
gearbeitet,1424684,0.709,worked
fuhren,1424569,0.709,to lead
Feind,1424409,0.709,enemy
beteiligt,1423234,0.709,involved
gesellschaftliche,1423173,0.709,social
Umstände,1423116,0.709,circumstances
Keller,1421250,0.709,"basement, cellar"
derartige,1421175,0.709,such
könnt,1421070,0.71,can
beziehungsweise,1420696,0.71,respectively
Ereignis,1420035,0.71,occurrence
Kilometer,1419456,0.71,kilometre
Hunger,1419284,0.71,hunger
passt,1418626,0.71,fits
Simon,1417958,0.71,Simon
Blumen,1417772,0.71,flower
diskutiert,1417240,0.71,discussed
Betracht,1416508,0.71,consideration
Staates,1415782,0.71,state
spezifischen,1414847,0.71,specific
überwiegend,1414516,0.71,mostly
Schwert,1414426,0.71,sword
schritten,1413557,0.71,paced
herab,1412898,0.71,down
Rückkehr,1411823,0.71,return
verstärkt,1411719,0.71,strengthened
schlägt,1410108,0.71,beats
kommst,1410011,0.71,come
gebraucht,1409565,0.71,second hand
geändert,1409299,0.71,changed
oftmals,1409249,0.71,often
erstes,1408219,0.71,first
begreifen,1408045,0.71,understand
tätig,1407738,0.71,employed
aktuelle,1406438,0.71,current
Beteiligung,1403615,0.71,participation
gegenseitig,1403023,0.71,mutual
neugierig,1402928,0.71,curious
Umfeld,1402755,0.71,surroundings
rannte,1401941,0.711,ran
umfasst,1401861,0.711,includes
Gegenstände,1401439,0.711,items
schwerer,1399944,0.711,heavier
Königs,1399637,0.711,King's
geistigen,1399539,0.711,spiritual
zitiert,1399178,0.711,quoted
Ritter,1398725,0.711,knight
feste,1397576,0.711,fixed
winkte,1397563,0.711,waved
Strand,1396662,0.711,beach
angegeben,1395948,0.711,specified
warte,1394709,0.711,wait
vielfach,1394651,0.711,many times
Mail,1394206,0.711,mail
beruht,1394119,0.711,based
gezwungen,1393967,0.711,forced
klopfte,1393047,0.711,knocked
Alkohol,1392445,0.711,alcohol
Faust,1391665,0.711,fist
Pflege,1391216,0.711,care
Mauer,1390984,0.711,wall
anstatt,1390874,0.711,instead of
entdeckte,1390230,0.711,discovered
Städte,1388662,0.711,cities
existiert,1387895,0.711,exists
grauen,1387613,0.711,gray
Aufklärung,1387236,0.711,enlightenment
richten,1387140,0.711,judge
Reaktionen,1386807,0.711,reactions
China,1386583,0.711,China
ausführlich,1386336,0.711,detailed
Übergang,1386153,0.711,crossing
Geruch,1385854,0.712,Odor
Bühne,1384991,0.712,stage
Sand,1384928,0.712,sand
ausgesprochen,1384752,0.712,pronounced
Konzentration,1384081,0.712,concentration
abgeschlossen,1384074,0.712,closed
Buches,1383281,0.712,book
Verbindungen,1382999,0.712,links
seltsam,1381872,0.712,strange
erfordert,1381561,0.712,requires
Täter,1380241,0.712,Perpetrator
weite,1380165,0.712,wide
schlechte,1380160,0.712,bad
wirtschaftliche,1379216,0.712,economic
Priester,1378963,0.712,priest
Kompetenzen,1377699,0.712,competencies
Geschmack,1377344,0.712,taste
gewiss,1376814,0.712,certainly
liefert,1375871,0.712,delivers
behauptet,1375828,0.712,claims
negativen,1375786,0.712,negative
höchste,1375716,0.712,highest
weiten,1375669,0.712,dilate
gespielt,1375191,0.712,played
Landschaft,1374987,0.712,landscape
nah,1374926,0.712,close
Süden,1374641,0.712,south
Museum,1374510,0.712,museum
vertraut,1374403,0.712,trusted
mittleren,1373718,0.712,middle
Wange,1373176,0.712,cheek
versehen,1373021,0.712,mistake
Studenten,1372843,0.713,students
Gedächtnis,1372493,0.713,memory
verfügen,1372262,0.713,feature
wohnen,1372077,0.713,reside
einzig,1371747,0.713,only
reinen,1371267,0.713,pure
notwendigen,1370838,0.713,necessary
hättest,1370754,0.713,would have
ersetzt,1370523,0.713,replaced
führten,1369751,0.713,led
gelungen,1367700,0.713,succeded
versprechen,1367549,0.713,promise
Dach,1367172,0.713,roof
entdecken,1367128,0.713,discover
küsste,1366700,0.713,kissed
prüfen,1366604,0.713,check
Wirkungen,1366507,0.713,effects
Loch,1365604,0.713,hole
schlimm,1365578,0.713,terrible
Schwanz,1364693,0.713,tail
Strafe,1364204,0.713,penalty
glaubst,1363819,0.713,believe
erwartete,1363729,0.713,expected
heiraten,1363199,0.713,marry
direkte,1362768,0.713,direct
weinen,1362486,0.713,cry
falsche,1361519,0.713,wrong
Fräulein,1361147,0.713,young lady
Krise,1360711,0.713,crisis
betroffen,1360634,0.713,affected
bogen,1360517,0.713,bow
besseren,1360349,0.713,better
richtet,1359912,0.713,directs
kulturellen,1359637,0.714,cultural
Bauern,1359479,0.714,farmers
benutzen,1359444,0.714,to use
kranken,1358840,0.714,suffer
entstand,1358165,0.714,originated
Herkunft,1357644,0.714,origin
Wechsel,1357285,0.714,change
Handbuch,1356864,0.714,manual
natürliche,1356494,0.714,natural
heilige,1356095,0.714,holy
Prinzipien,1355581,0.714,principles
Strategien,1354799,0.714,strategies
Urlaub,1354669,0.714,vacation
Test,1353533,0.714,test
negativ,1352496,0.714,negative
Dollar,1352373,0.714,dollar
Lauf,1352007,0.714,run
ewig,1350999,0.714,eternal
Logik,1350933,0.714,logic
Bibliothek,1349372,0.714,library
Freundschaft,1348999,0.714,friendship
schau,1348914,0.714,look
fielen,1348792,0.714,fell
Erzählung,1348736,0.714,narrative
Blätter,1347837,0.714,leaves
Überzeugung,1347312,0.714,conviction
Industrie,1346446,0.714,industry
erwachsenen,1345615,0.714,adult
Ausland,1344775,0.714,abroad
Kälte,1344647,0.714,cold
behaupten,1344383,0.714,assert
nervös,1343427,0.714,nervous
praktische,1343241,0.714,practical
Wellen,1342762,0.715,waves
Figuren,1342745,0.715,characters
Widerspruch,1341888,0.715,contradiction
engen,1341635,0.715,tight
Ärzte,1341382,0.715,doctors
erfassen,1340895,0.715,capture
besorgt,1340684,0.715,concerned
vorhandenen,1340602,0.715,existing
Nacken,1340517,0.715,neck
Stock,1340160,0.715,floor
Konstruktion,1339427,0.715,construction
festgelegt,1339386,0.715,fixed
grün,1339375,0.715,green
bestimmter,1338141,0.715,certain
Modelle,1337505,0.715,models
kritische,1337319,0.715,critical
parallel,1337160,0.715,parallel
beendet,1337008,0.715,completed
enge,1336957,0.715,tight
herrschte,1335822,0.715,ruled
Heidelberg,1335810,0.715,Heidelberg
notwendige,1335570,0.715,necessary
schicken,1335534,0.715,send
existieren,1335344,0.715,exist
liefern,1335283,0.715,deliver
dreißig,1334999,0.715,thirty
falschen,1333754,0.715,wrong
Bedingung,1333481,0.715,condition
besonderes,1333402,0.715,special
Beratung,1332622,0.715,advisory
einziges,1332019,0.715,only
steigen,1331643,0.715,climb
Bestimmungen,1331488,0.715,provisions
Salz,1330563,0.715,salt
Erkrankung,1329000,0.716,illness
Amt,1328126,0.716,government office
Gesetzes,1327370,0.716,law
trieb,1325042,0.716,drove
würdest,1324979,0.716,would
Israel,1324959,0.716,Israel
Begegnung,1321832,0.716,encounter
Schuhe,1321461,0.716,shoes
Theorien,1320918,0.716,theories
lieb,1320532,0.716,dear
obgleich,1319465,0.716,although
gefolgt,1318473,0.716,followed
zeigten,1318016,0.716,showed
verraten,1317844,0.716,reveal
Diagnose,1316143,0.716,diagnosis
Chancen,1314478,0.716,opportunities
Sport,1314366,0.716,sports
stehenden,1313706,0.716,standing
Abteilung,1313523,0.716,department
Beschäftigung,1312998,0.716,occupation
weh,1312873,0.716,sore
Herzog,1312778,0.716,duke
Komponenten,1312314,0.716,components
begannen,1311864,0.716,started
hör,1311116,0.716,listen
erkennbar,1310980,0.716,recognizable
Netz,1310833,0.716,network
steckt,1310702,0.716,plugged
unterschiedlicher,1309389,0.716,more different
Änderungen,1309188,0.716,changes
untersuchen,1309029,0.716,investigate
Anlagen,1308444,0.716,investments
Belastung,1308176,0.716,burden
dringend,1308022,0.716,urgently
römischen,1307558,0.717,Roman
zweiter,1307547,0.717,second
befragten,1307126,0.717,questioned
starb,1305790,0.717,died
generell,1305066,0.717,as a general rule
wollt,1304996,0.717,want
Zuge,1304767,0.717,trains
Versorgung,1304469,0.717,care
Anordnung,1303841,0.717,arrangement
erschöpft,1302862,0.717,exhausted
Kapital,1302670,0.717,capital
begegnen,1302608,0.717,encounter
Ausführung,1302465,0.717,execution
dicken,1302345,0.717,thick
jederzeit,1301983,0.717,at any time
hergestellt,1301869,0.717,manufactured
Positionen,1301503,0.717,positions
Kategorie,1300426,0.717,category
erschrocken,1299698,0.717,frightened
Kategorien,1298852,0.717,categories
schlief,1298250,0.717,slept
greifen,1296273,0.717,to grab
Sitz,1296222,0.717,seat
geringen,1295764,0.717,low
gesund,1295604,0.717,healthy
Hunde,1294747,0.717,dogs
feine,1294717,0.717,fine
vorkommen,1294298,0.717,happen
erstmals,1294238,0.717,first time
speziell,1293601,0.717,special
kreuz,1293446,0.717,cross
Sturm,1292692,0.717,storm
kritisch,1292159,0.717,critical
mehrfach,1291811,0.717,multiple
last,1291796,0.717,load
derzeit,1291580,0.718,currently
Berge,1290470,0.718,mountains
staatlichen,1290312,0.718,state
auseinander,1290006,0.718,apart
gefangen,1289956,0.718,caught
wenden,1289758,0.718,turn around
Verkehr,1289712,0.718,traffic
stehe,1289595,0.718,stand
betrat,1289320,0.718,entered
nachdenklich,1289087,0.718,thoughtful
verkaufen,1288947,0.718,to sell
einfacher,1288731,0.718,easier
endgültig,1288663,0.718,finally
angeblich,1288652,0.718,allegedly
folgten,1288103,0.718,followed
Adresse,1287206,0.718,address
eventuell,1285462,0.718,perhaps
angelegt,1284697,0.718,created
zustande,1284621,0.718,conditions
vieler,1284585,0.718,many
befanden,1284068,0.718,were
Nachbarn,1283671,0.718,neighbors
bezahlen,1283584,0.718,pay
gleichsam,1283460,0.718,as it were
Milch,1282162,0.718,milk
gerecht,1281865,0.718,just
ermittelt,1281725,0.718,determined
politischer,1281365,0.718,more political
Sammlung,1280407,0.718,collection
liegenden,1280389,0.718,lying
denselben,1280250,0.718,the same
Motivation,1280214,0.718,motivation
womöglich,1279602,0.718,possibly
ausgehen,1278805,0.718,go out
hoffen,1278012,0.719,to hope
konzentrieren,1277636,0.719,focus
Perspektiven,1277450,0.719,perspectives
Operation,1277392,0.719,surgery
jüdischen,1277233,0.719,Jewish
unterhalten,1276598,0.719,converse
Maschinen,1274568,0.719,machinery
betreten,1274493,0.719,enter
spezielle,1274343,0.719,specific
Planeten,1273704,0.719,planets
Götter,1273347,0.719,gods
Bewohner,1272828,0.719,resident
träume,1272543,0.719,dreams
rollen,1272401,0.719,roll
Gespräche,1272044,0.719,conversations
gesetzlichen,1271227,0.719,legal
unendlich,1271097,0.719,infinite
behandeln,1270725,0.719,treat
wahrgenommen,1270306,0.719,perceived
dieselben,1270214,0.719,the same
wach,1268689,0.719,awake
greift,1268615,0.719,grabs
direkten,1268185,0.719,direct
zeugen,1266775,0.719,procreate
erstens,1266675,0.719,first
verfolgen,1265531,0.719,pursue
setzten,1263996,0.719,put
Übertragung,1263817,0.719,transmission
riesigen,1263287,0.719,huge
Sätze,1262747,0.719,sentences
Fläche,1262718,0.719,surface
höchstens,1262502,0.719,at most
Interview,1262278,0.719,interview
blau,1261112,0.719,blue
Kompetenz,1260907,0.719,competence
schloß,1260642,0.719,castle
körperliche,1260592,0.72,physical
Zusammenhänge,1260533,0.72,connections
Hölle,1260500,0.72,hell
Polen,1259552,0.72,Poland
verzweifelt,1259102,0.72,desperate
forderte,1258672,0.72,demanded
werten,1258372,0.72,evaluate
eingeführt,1258269,0.72,introduced
klare,1257998,0.72,clear
Hose,1257836,0.72,trousers
Volkes,1256805,0.72,people
anzunehmen,1256322,0.72,to accept
zumeist,1255890,0.72,mostly
Konzepte,1255325,0.72,concepts
Werbung,1253707,0.72,advertising
Stil,1253037,0.72,style
Gleichgewicht,1252832,0.72,balance
Diener,1252595,0.72,servant
Mond,1252442,0.72,moon
überlassen,1252439,0.72,leave
Sarah,1252248,0.72,Sarah
perfekt,1252006,0.72,perfect
Kunde,1251945,0.72,customer
stecken,1251793,0.72,put
Besucher,1251260,0.72,visitor
üblichen,1251165,0.72,usual
Zugriff,1251003,0.72,access
vorbereitet,1250522,0.72,prepared
Kommentar,1250502,0.72,comment
Zelle,1250471,0.72,cell
Hut,1249964,0.72,cap
praktischen,1249487,0.72,practical
Software,1249246,0.72,software
Träger,1248911,0.72,carrier
jugendliche,1248467,0.72,youthful
zweitens,1248056,0.72,secondly
französische,1246631,0.721,French
Bestandteil,1246292,0.721,component
verwirrt,1246284,0.721,confused
Phasen,1246118,0.721,phases
geschlagen,1245737,0.721,beaten
Anschluss,1245471,0.721,connection
drauf,1245274,0.721,on it
schnitt,1244833,0.721,cut
weichen,1244384,0.721,soft
Restaurant,1244373,0.721,restaurant
wartet,1243353,0.721,waits
schöner,1242484,0.721,more beautiful
nett,1241214,0.721,kind
Bund,1241108,0.721,federation
Differenz,1240785,0.721,difference
Konflikt,1240406,0.721,conflict
Kinn,1240362,0.721,chin
schafft,1240169,0.721,creates
mithilfe,1239178,0.721,using
liebt,1238923,0.721,loves
gelegen,1238899,0.721,located
Hütte,1238652,0.721,hut
Winkel,1238223,0.721,angle
traten,1237820,0.721,kicked
Überraschung,1237546,0.721,surprise
verteilt,1237382,0.721,distributed
zerstört,1237292,0.721,destroyed
gebeten,1236525,0.721,asked
Kamera,1236346,0.721,camera
musterte,1236159,0.721,eyed
Vergnügen,1236062,0.721,pleasure
Bescheid,1235917,0.721,notice
bauen,1235258,0.721,to build
entscheidende,1235203,0.721,decisive
fehlte,1234032,0.721,was missing
Atmosphäre,1233978,0.721,the atmosphere
bösen,1233531,0.722,evil
erfolgte,1233235,0.722,took place
beeinflusst,1232789,0.722,influenced
vermittelt,1232659,0.722,conveyed
beides,1232200,0.722,both
gewusst,1231978,0.722,knew
Formel,1231684,0.722,formula
Lied,1231311,0.722,song
berührt,1231295,0.722,touched
nachdenken,1230654,0.722,think
Aufwand,1230107,0.722,expenditure
rechtzeitig,1229834,0.722,in time
Eis,1229376,0.722,ice
Joseph,1229073,0.722,Joseph
schweigend,1228934,0.722,silently
Bedürfnis,1227676,0.722,requirement
verbringen,1227324,0.722,spend
gekennzeichnet,1227093,0.722,marked
genügt,1226250,0.722,enough
Pläne,1225838,0.722,plans
gestanden,1224914,0.722,confessed
Gesellschaften,1224432,0.722,companies
gänzlich,1224271,0.722,entirely
Abschied,1223886,0.722,taking leave
Individuen,1223300,0.722,individuals
trocken,1222790,0.722,dry
primär,1222380,0.722,primary
Großmutter,1222076,0.722,grandmother
aufeinander,1221664,0.722,on each other
müssten,1221623,0.722,would have to
service,1221281,0.722,service
Weber,1220633,0.722,weaver
Geistes,1220231,0.722,spirit
sozusagen,1219733,0.722,so to speak
begeistert,1219646,0.722,excited
leichte,1219118,0.722,light
verkauft,1218631,0.722,sold
Geburtstag,1218308,0.723,birthday
Kooperation,1217555,0.723,cooperation
Objekte,1217359,0.723,objects
ausgerechnet,1216881,0.723,of all things
gelöst,1216428,0.723,solved
Ausgang,1216169,0.723,exit
Strecke,1216093,0.723,route
gebaut,1215282,0.723,built
Felsen,1214656,0.723,rock
komplett,1214510,0.723,completely
fördern,1214273,0.723,support financially
Dienstleistungen,1213743,0.723,services
Herausforderung,1213681,0.723,challenge
Lande,1213664,0.723,land
vollen,1213580,0.723,full
sorgfältig,1213416,0.723,carefully
beschriebenen,1212832,0.723,described
klaren,1211478,0.723,clear up
grinsen,1211189,0.723,grin
Aktivität,1210860,0.723,activity
Rechtsprechung,1210642,0.723,jurisprudence
Mehrheit,1210483,0.723,majority
Schiffe,1209640,0.723,ships
stammt,1209582,0.723,originates
Personal,1209561,0.723,staff
explizit,1209347,0.723,explicit
Bindung,1209058,0.723,binding
verzichten,1209015,0.723,waive
Mitarbeitern,1208677,0.723,employees
meldete,1207504,0.723,reported
Psychologie,1207036,0.723,psychology
aufgebaut,1206900,0.723,built up
sozial,1206209,0.723,social
verbinden,1205324,0.723,associate
nunmehr,1205319,0.723,now
Vorgang,1204949,0.723,occurrence
Amerika,1203601,0.723,America
Tätigkeiten,1202440,0.724,activities
sinken,1201462,0.724,sink
ertragen,1200986,0.724,endure
vermag,1200391,0.724,can
reduziert,1199425,0.724,reduced
Eigenschaft,1199104,0.724,characteristic
schmalen,1198748,0.724,narrow
aufgeregt,1197668,0.724,excited
Sehnsucht,1197433,0.724,longing
Räume,1197412,0.724,rooms
auftritt,1197304,0.724,occurs
empfangen,1196214,0.724,receive
Dienste,1196060,0.724,services
sonstige,1195749,0.724,other
überzeugen,1195685,0.724,convince
liefen,1195442,0.724,walked
stürzte,1195255,0.724,fell
Mord,1194629,0.724,murder
Auswertung,1194618,0.724,evaluation
Türen,1194524,0.724,doors
Pfarrer,1194459,0.724,pastor
Journal,1194370,0.724,journal
Fokus,1193989,0.724,focus
eilte,1193988,0.724,rushed
Ausmaß,1193652,0.724,extent
innerlich,1193647,0.724,inside
letztere,1193596,0.724,latter
versprochen,1193279,0.724,promised
wirft,1193102,0.724,throws
Erhöhung,1192802,0.724,increase
Christen,1192599,0.724,Christians
enden,1190962,0.724,end up
echte,1190897,0.724,real
Aussicht,1189600,0.724,outlook
Emotionen,1188824,0.724,emotions
Ring,1188713,0.724,ring
ei,1188368,0.724,egg
verbundenen,1187241,0.725,related
Abgrenzung,1187070,0.725,demarcation
kulturelle,1186164,0.725,cultural
Nachweis,1185776,0.725,proof
Instrument,1185654,0.725,instrument
Bildern,1185556,0.725,pictures
Herbst,1184980,0.725,autumn
erfuhr,1184661,0.725,experienced
ex,1184170,0.725,ex
Störung,1183086,0.725,disturbance
Vorbereitung,1182865,0.725,preparation
vorhin,1182604,0.725,earlier
Teller,1182272,0.725,plate
Unterhaltung,1181433,0.725,entertainment
beschlossen,1181354,0.725,decided
freuen,1181221,0.725,be happy
namentlich,1180936,0.725,by name
extrem,1180791,0.725,extreme
Verbrechen,1180323,0.725,crime
stillen,1179908,0.725,breastfeed
kalten,1179777,0.725,cold
zählt,1179286,0.725,counts
Muskeln,1177166,0.725,muscles
Leidenschaft,1176713,0.725,passion
Wolken,1176114,0.725,clouds
Bauer,1175538,0.725,farmer
berichtete,1175223,0.725,reported
bezahlt,1175014,0.725,paid
Zusammenfassung,1174936,0.725,summary
Nerven,1174461,0.725,Annoy
Truppen,1174392,0.725,troops
sieh,1174291,0.725,see
fester,1173797,0.725,tighter
Feststellung,1173556,0.725,statement
überleben,1173387,0.725,to survive
Ermittlung,1173163,0.725,detection
Presse,1172779,0.725,press
eingegangen,1171900,0.725,received
begleiten,1171701,0.726,to accompany
Ärger,1171621,0.726,aggravation
Mengen,1170720,0.726,amounts
Katze,1170616,0.726,cat
gelangt,1170490,0.726,reached
Kauf,1168178,0.726,purchase
gerechnet,1167740,0.726,expected
Feinde,1167678,0.726,enemies
niemanden,1166748,0.726,nobody
unglaublich,1166509,0.726,unbelievable
äußere,1165736,0.726,outer
Zucker,1165549,0.726,sugar
Vogel,1164959,0.726,bird
beantworten,1164708,0.726,respond
vermitteln,1164582,0.726,convey
stellten,1164429,0.726,put
erzeugen,1164402,0.726,generate
Instrumente,1164266,0.726,instruments
Mantel,1163654,0.726,a coat
Stücke,1163627,0.726,pieces
versteckt,1163260,0.726,hidden
betreffenden,1162206,0.726,concerned
Geschäfte,1161362,0.726,businesses
Staub,1161279,0.726,dust
mehrmals,1160710,0.726,multiple times
trugen,1160389,0.726,carried
Schlafzimmer,1160287,0.726,bedroom
Banken,1159913,0.726,banks
Kapitän,1159756,0.726,captain
verursacht,1159364,0.726,caused
Subjekt,1158926,0.726,subject
englisch,1158375,0.726,English
sagten,1158264,0.726,said
möge,1158109,0.726,may
aufweisen,1158043,0.726,exhibit
getötet,1157748,0.726,killed
hell,1157446,0.726,bright
theoretischen,1157067,0.726,theoretical
verboten,1156401,0.726,forbidden
schoß,1156348,0.727,lap
Beobachtungen,1155819,0.727,observations
unrecht,1155807,0.727,wrong
Version,1155586,0.727,version
wachsen,1155383,0.727,to grow
Mörder,1155018,0.727,murderer
drin,1155014,0.727,inside
Umstand,1154919,0.727,fact
Parameter,1154751,0.727,parameter
Fürsten,1154402,0.727,princes
Haupt,1153858,0.727,main
stärken,1153212,0.727,strengthen
erlauben,1152875,0.727,to allow
empirische,1152812,0.727,empirical
hingewiesen,1152159,0.727,pointed out
beschäftigen,1151617,0.727,occupy
gemessen,1151608,0.727,measured
trennen,1151316,0.727,separate
Gründung,1149582,0.727,founding
Gast,1149266,0.727,guest
ausgegangen,1148958,0.727,went out
Verletzung,1148806,0.727,injury
volle,1148752,0.727,full
absolute,1148487,0.727,absolute
Bus,1147332,0.727,bus
Heft,1147003,0.727,notebook
Jungs,1146519,0.727,guys
Pflichten,1146407,0.727,duties
heim,1145865,0.727,home
religiöse,1145745,0.727,religious
verband,1144748,0.727,association
kritischen,1143767,0.727,critical
Steine,1143583,0.727,stones
Schneider,1143484,0.727,cutter
Nahrung,1143464,0.727,food
brauchst,1143324,0.727,need
Nation,1143006,0.727,nation
öfter,1142618,0.727,more often
leeren,1141687,0.727,to empty
empfand,1141207,0.728,felt
Ansprüche,1141170,0.728,expectations
Ursprung,1140469,0.728,origin
Fernsehen,1139820,0.728,TV
längere,1139192,0.728,longer
dreht,1138688,0.728,turns
Dimensionen,1138186,0.728,dimensions
Wachstum,1138119,0.728,growth
Einschätzung,1137547,0.728,assessment
Krieges,1137301,0.728,war
freute,1136958,0.728,rejoiced
ergriff,1136870,0.728,seized
typische,1136850,0.728,typical
Behörden,1136467,0.728,authorities
belegt,1135914,0.728,proven
Einstellungen,1135740,0.728,settings
Problemen,1135622,0.728,problems
Wörter,1135498,0.728,words
Kugel,1135474,0.728,bullet
spätestens,1135276,0.728,no later than
Übersicht,1135234,0.728,overview
wilden,1135071,0.728,wild
empfinden,1134686,0.728,feel
Gesichter,1134436,0.728,faces
üblich,1133745,0.728,usual
Stress,1133172,0.728,stress
voran,1133093,0.728,ahead
Wände,1132646,0.728,walls
Sieg,1131828,0.728,victory
empirischen,1131786,0.728,empirical
erreichten,1131734,0.728,reached
älter,1131688,0.728,older
singen,1131360,0.728,to sing
bildete,1131176,0.728,formed
Wissens,1130815,0.728,knowledge
Sonntag,1130786,0.728,Sunday
stöhnte,1130676,0.728,groaned
Distanz,1130477,0.728,distance
ursprünglichen,1129663,0.728,original
aufnehmen,1129516,0.728,"record, tape"
Weltkrieg,1128815,0.729,world war
Weib,1128741,0.729,woman
wich,1126894,0.729,wich
sollst,1126688,0.729,should
schlechter,1126162,0.729,worse
geplant,1125835,0.729,planned
Effekte,1124825,0.729,effects
Beamten,1124074,0.729,officials
Schein,1122966,0.729,bill
Angelegenheit,1122026,0.729,matter
Krankheiten,1121655,0.729,diseases
Schatz,1121341,0.729,treasure
Schluck,1120877,0.729,gulp
Sessel,1120758,0.729,armchair
Hochzeit,1120556,0.729,wedding
tauchte,1120243,0.729,dived
weltweit,1120223,0.729,worldwide
Flüssigkeit,1120038,0.729,liquid
Hafen,1119745,0.729,harbor
heiße,1119629,0.729,name is
Vielfalt,1118743,0.729,diversity
Formulierung,1118048,0.729,formulation
brachten,1117805,0.729,brought
dumm,1117778,0.729,stupid
Konflikte,1117666,0.729,conflicts
begrenzt,1116978,0.729,limited
Kirchen,1116893,0.729,churches
Karten,1116860,0.729,cards
Mischung,1116638,0.729,mixture
nachher,1116441,0.729,later
Gleichung,1116157,0.729,equation
Burg,1116020,0.729,castle
gefiel,1115724,0.729,liked
Sterne,1115270,0.729,stars
schlechten,1115218,0.729,bad
gewohnt,1114467,0.729,used
unsicher,1114109,0.729,unsure
leichten,1113706,0.729,light
Berührung,1113496,0.729,contact
Führer,1113239,0.729,leader
befreien,1113081,0.73,to free
berechnet,1112259,0.73,calculated
Einheiten,1112022,0.73,units
einsetzen,1111627,0.73,deploy
speziellen,1111141,0.73,special
normale,1111110,0.73,normal
erläutert,1109630,0.73,explained
gekauft,1109391,0.73,bought
Nebel,1108890,0.73,fog
Präsident,1108674,0.73,president
Variante,1108412,0.73,variant
geworfen,1108279,0.73,thrown
reagiert,1108155,0.73,reacted
Orte,1106972,0.73,places
schönes,1106798,0.73,beautiful
ausgesetzt,1106473,0.73,exposed
Bemerkung,1106289,0.73,remark
genaue,1106177,0.73,exact
Ethik,1106173,0.73,ethics
verlegen,1105783,0.73,embarrassed
Gras,1104924,0.73,grass
nationale,1104809,0.73,national
wechseln,1104495,0.73,switch
Hemd,1103495,0.73,shirt
Unglück,1102453,0.73,bad luck
erstellen,1102304,0.73,create
Leiche,1102197,0.73,corpse
aussah,1101929,0.73,looked
erhöhen,1101799,0.73,raise
Gefängnis,1101247,0.73,prison
Deutschlands,1101043,0.73,of Germany
Öl,1100877,0.73,oil
Mitteln,1100488,0.73,means
Verzweiflung,1099761,0.73,despair
hebt,1099444,0.73,lifts
zweier,1098932,0.73,two
West,1097768,0.73,west
Ankunft,1097746,0.73,arrival
Anpassung,1097541,0.73,adjustment
erheben,1097405,0.73,raise
durchs,1097294,0.731,through
desselben,1096975,0.731,same
Höhle,1096949,0.731,cave
Wille,1096598,0.731,will
drückt,1096293,0.731,pushes
intensiv,1095929,0.731,intensive
Autos,1095711,0.731,cars
senkte,1095584,0.731,lowered
geschützt,1095195,0.731,protected
feinen,1095070,0.731,fine
stumm,1094916,0.731,mute
angesprochen,1094843,0.731,addressed
verfügt,1094843,0.731,has
Steuerung,1094786,0.731,steering
frische,1094692,0.731,freshness
Marke,1094411,0.731,brand
Tendenz,1094290,0.731,tendency
Jesu,1094121,0.731,Jesus
Verhandlungen,1093872,0.731,negotiations
enttäuscht,1093823,0.731,disappointed
Training,1093780,0.731,training
Station,1093352,0.731,station
geglaubt,1093317,0.731,believed
verhindert,1093089,0.731,prevented
Kehle,1093073,0.731,throat
Züge,1092902,0.731,trains
quasi,1092322,0.731,so to say
ökonomischen,1091937,0.731,economic
Messung,1091895,0.731,measurement
Verkauf,1091795,0.731,sale
Gabe,1091776,0.731,gift
betrieben,1091207,0.731,operated
Details,1090793,0.731,details
verdienen,1090750,0.731,earn
dementsprechend,1090636,0.731,accordingly
Inhaltsverzeichnis,1090431,0.731,Table of Contents
ändert,1089975,0.731,changes
