ngram,freq,cumshare,en
gaz,1223529,0.764,gas
réseaux,1223321,0.764,networks
épreuve,1223219,0.765,test
lance,1222961,0.765,spear
rêves,1222942,0.765,dreams
remarquer,1222599,0.765,to remark
croit,1222283,0.765,believes
couverture,1221920,0.765,cover
honte,1221092,0.765,shame
paysage,1220736,0.765,countryside
marcher,1220331,0.765,walk
courir,1219630,0.765,to run
rare,1218723,0.765,rare
domaines,1218035,0.765,areas
construit,1217993,0.765,built
artiste,1217249,0.765,artist
pouvant,1214960,0.765,can
estime,1214752,0.765,valued
milliers,1213611,0.765,thousands
établissements,1213492,0.765,establishments
imagination,1213477,0.765,imagination
classes,1212809,0.765,classes
dynamique,1210959,0.765,dynamic
répondu,1210741,0.765,answered
réduire,1210467,0.765,reduce
retourna,1209894,0.765,returned
interdit,1209560,0.766,prohibited
échec,1209191,0.766,failure
patrimoine,1208032,0.766,inheritance
indique,1207737,0.766,noted
serais,1207721,0.766,would be
appartient,1204598,0.766,belongs
avantage,1203903,0.766,advantage
soixante,1203236,0.766,sixty
génération,1203147,0.766,generation
souci,1202526,0.766,worry
échanges,1200619,0.766,trades
archives,1200034,0.766,archives
présentation,1198894,0.766,presentation
prennent,1198568,0.766,takes
impact,1198197,0.766,impact
modèles,1198108,0.766,models
plans,1197993,0.766,blueprints
diable,1197870,0.766,devil
bel,1197851,0.766,beautiful
crainte,1196846,0.766,fear
minute,1195561,0.766,minute
pierres,1195471,0.766,stones
jolie,1195023,0.766,pretty one
aise,1194700,0.766,easy
malheureusement,1194485,0.767,sadly
os,1194464,0.767,bone
instruction,1193387,0.767,instruction
vive,1192687,0.767,long live
salariés,1192126,0.767,employees
égalité,1192059,0.767,equality
considère,1190794,0.767,considered
clé,1190651,0.767,key
sable,1190580,0.767,sand
augmentation,1190317,0.767,increase
écart,1189645,0.767,difference
devons,1189382,0.767,have to
thème,1189263,0.767,theme
saurait,1189117,0.767,would know
avocat,1188706,0.767,lawyer
principalement,1188621,0.767,principally
asseoir,1187392,0.767,sit
apparition,1187255,0.767,appearance
compréhension,1186717,0.767,understanding
importants,1185972,0.767,important
longs,1185316,0.767,long
époux,1184810,0.767,husband
préparation,1184656,0.767,preparation
déclara,1183262,0.767,declared
sourcils,1183020,0.768,eyebrows
règne,1182239,0.768,reign
grosse,1182025,0.768,big
trace,1181153,0.768,trace
puissant,1181061,0.768,powerful
repos,1180969,0.768,rest
règlement,1180384,0.768,settlement
collective,1180092,0.768,collective
critères,1179627,0.768,criteria
écoles,1179308,0.768,schools
fauteuil,1178990,0.768,armchair
prie,1177678,0.768,pray
nommé,1177163,0.768,appointed
organisations,1177148,0.768,organizations
raconter,1176363,0.768,to tell about
observation,1176211,0.768,observation
espaces,1175561,0.768,spaces
aient,1175536,0.768,have
danse,1174447,0.768,dance
club,1173580,0.768,club
gestes,1172166,0.768,gestures
rang,1171764,0.768,rank
maintenir,1171359,0.768,maintain
explication,1170594,0.768,explanation
transport,1169211,0.769,transportation
angoisse,1169176,0.769,anguish
profiter,1169157,0.769,to profit from
niveaux,1168822,0.769,levels
inverse,1168330,0.769,reverse
sensible,1167939,0.769,sensitive
repose,1167914,0.769,rests
occupe,1166144,0.769,to keep busy
bus,1165948,0.769,bus
bande,1164435,0.769,bandaged
haine,1162960,0.769,hate
transformation,1162756,0.769,transformation
tué,1162588,0.769,kill
impose,1161882,0.769,imposed
tension,1161122,0.769,tension
dépenses,1160635,0.769,expenses
instants,1159762,0.769,moments
disent,1159720,0.769,say
intégration,1157625,0.769,integration
paraître,1157404,0.769,appear
porté,1157215,0.769,gate
peinture,1156796,0.769,paint
humeur,1156685,0.769,mood
réduit,1156167,0.769,reduced
allaient,1155981,0.769,were going
mine,1155580,0.77,mine
pure,1155450,0.77,pure
retenir,1154165,0.77,to hold onto
sites,1153978,0.77,sites
poursuivre,1153958,0.77,to chase
cacher,1153473,0.77,to hide
normes,1153001,0.77,standards
thé,1152670,0.77,tea
forcément,1152667,0.77,necessarily
dirait,1152650,0.77,would say
angle,1152585,0.77,angle
complète,1151842,0.77,complete
vérifier,1151728,0.77,check
Israël,1151114,0.77,Israel
imagine,1150852,0.77,conceived
publié,1150679,0.77,published
intéressant,1150059,0.77,interesting
relativement,1149595,0.77,relatively
venus,1149234,0.77,Venus
liés,1148607,0.77,related
horizon,1148504,0.77,horizon
nulle,1148435,0.77,nothing
conflits,1147312,0.77,conflicts
reprises,1145690,0.77,occasions
soumis,1145388,0.771,submitted
thèse,1144320,0.771,thesis
communes,1143224,0.771,municipalities
battre,1143118,0.771,to beat
importantes,1143014,0.771,important
bête,1142471,0.771,stupid
décide,1142215,0.771,decided
changements,1141729,0.771,changes
printemps,1141381,0.771,spring
appelait,1141059,0.771,was calling
catholique,1140422,0.771,Catholic
médecine,1139860,0.771,medicine
manifeste,1139534,0.771,manifest
riches,1138877,0.771,rich
exposition,1138787,0.771,exposure
charme,1138042,0.771,charm
catégories,1137810,0.771,categories
matières,1137162,0.771,materials
ennemis,1137067,0.771,enemies
Russie,1136553,0.771,Russia
glace,1136499,0.771,ice
refus,1135550,0.771,refusal
écrivain,1135317,0.771,writer
envoyer,1135234,0.771,send
locale,1134590,0.771,local
mardi,1134571,0.772,Tuesday
télévision,1134178,0.772,television
travaille,1133725,0.772,work
apparence,1130901,0.772,appearance
scolaire,1130073,0.772,school
malheur,1129582,0.772,misfortune
allais,1129466,0.772,was going
chère,1129253,0.772,dear
locales,1127921,0.772,local
proposer,1125380,0.772,to propose
Noël,1124787,0.772,Christmas
rarement,1124728,0.772,rarely
jaune,1124414,0.772,yellow
spécifique,1124334,0.772,specific
dépend,1123312,0.772,depends
tranquille,1123192,0.772,calm
artistes,1122461,0.772,artists
rencontré,1120747,0.772,meet
poésie,1120095,0.772,poetry
écrits,1119616,0.772,writings
traces,1119275,0.772,tracks
définir,1118613,0.772,define
oiseaux,1118105,0.772,birds
fixe,1117798,0.772,fixed
choc,1117549,0.772,shock
del,1117008,0.772,of the
américaine,1116989,0.773,American
vigueur,1116165,0.773,vigor
différente,1115631,0.773,different
véhicule,1113935,0.773,vehicle
chinois,1111539,0.773,Chinese
parlement,1111438,0.773,parliament
allée,1110386,0.773,aisle
autonomie,1110279,0.773,autonomy
décrit,1110269,0.773,describe
installer,1110201,0.773,install
miroir,1109828,0.773,mirror
maîtresse,1109132,0.773,mistress
essence,1108525,0.773,essence
douceur,1107795,0.773,candy
maîtres,1107703,0.773,masters
dépit,1106998,0.773,spite
déterminer,1106236,0.773,determine
distinction,1106188,0.773,distinction
vallée,1104703,0.773,valley
causes,1104587,0.773,causes
resté,1104275,0.773,rest
chemise,1104018,0.773,shirt
ost,1103855,0.773,host
attends,1102520,0.773,hold on
inconnu,1101765,0.773,unknown
menu,1101697,0.773,menu
radio,1100930,0.774,radio
boutique,1100785,0.774,shop
qualités,1100044,0.774,qualities
mener,1099637,0.774,carry out
sucre,1099537,0.774,sugar
apparemment,1098809,0.774,apparently
quasi,1098018,0.774,almost
cabinet,1097713,0.774,cabinet
tendre,1097149,0.774,tender
joues,1096864,0.774,play
satisfaction,1096282,0.774,satisfaction
reconnu,1095653,0.774,recognized
montagnes,1095005,0.774,mountains
mélange,1094868,0.774,mixed
travailleurs,1094526,0.774,workers
responsables,1094293,0.774,responsible
atmosphère,1092949,0.774,atmosphere
programmes,1092387,0.774,programs
financière,1091921,0.774,financial
nécessairement,1090327,0.774,necessarily
diversité,1088287,0.774,diversity
éthique,1088170,0.774,ethics
frontière,1087332,0.774,border
pensais,1085708,0.774,thought
tendit,1085473,0.774,held out
meilleurs,1085430,0.774,best
département,1085256,0.775,department
obligations,1084672,0.775,obligations
indispensable,1084599,0.775,essential
retrouvé,1084337,0.775,found
désert,1083677,0.775,desert
saisit,1083056,0.775,seizes
descendre,1082897,0.775,to come down
prière,1081825,0.775,pray
entendit,1081328,0.775,heard
constater,1080877,0.775,to certify
extrêmement,1080648,0.775,extremely
assure,1079656,0.775,ensures
avion,1077864,0.775,plane
convaincre,1077108,0.775,convince
officier,1076621,0.775,officer
distinguer,1074484,0.775,distinguish
seules,1074431,0.775,alone
aimerais,1074342,0.775,would like to
chrétiens,1074157,0.775,Christians
comportements,1073972,0.775,behaviours
sortes,1073176,0.775,kinds
séance,1072981,0.775,session
ambiance,1072396,0.775,vibe
évident,1071594,0.775,obvious
sœurs,1071567,0.775,sisters
officiers,1071110,0.775,officers
commandant,1070493,0.776,commanding officer
dangereux,1070071,0.776,dangerous
acquis,1069934,0.776,acquired
proposé,1069464,0.776,offers
génie,1069336,0.776,genius
quitte,1069230,0.776,quits
province,1069060,0.776,province
viande,1068891,0.776,meat
tend,1068777,0.776,tends
apparaître,1067530,0.776,appear
charges,1067220,0.776,fillers
tort,1066393,0.776,wrong
description,1066345,0.776,description
tantôt,1065627,0.776,sometimes
disparaître,1065507,0.776,vanish
entends,1064938,0.776,hear
via,1064740,0.776,via
urgence,1064171,0.776,emergency
outil,1063983,0.776,tool
médecins,1063337,0.776,doctors
liée,1063036,0.776,bound
sienne,1062715,0.776,his
servi,1062166,0.776,served
représentations,1061155,0.776,representations
inquiète,1060525,0.776,worry
complet,1060183,0.776,complete
commissaire,1060071,0.776,commissioner
prêtre,1059566,0.777,priest
appui,1059206,0.777,support
trait,1058890,0.777,trait
tenant,1058806,0.777,holding
maîtrise,1058677,0.777,mastery
actuellement,1058638,0.777,currently
ouvriers,1058219,0.777,workers
actuelle,1058211,0.777,current
souhaite,1058181,0.777,wish
identifier,1057282,0.777,identify
obligé,1056371,0.777,obligatory
libération,1055952,0.777,release
mystère,1055903,0.777,mystery
plantes,1055883,0.777,plants
folie,1055725,0.777,madness
dollars,1054995,0.777,dollars
tante,1053859,0.777,aunt
moral,1053715,0.777,moral
ange,1053263,0.777,angel
trouble,1052971,0.777,trouble
perception,1052634,0.777,perception
sachant,1052282,0.777,knowing
journaux,1051584,0.777,newspapers
alcool,1051307,0.777,alcohol
mettent,1049660,0.777,put
sorti,1048905,0.777,got out
arabe,1045953,0.777,Arab
surveillance,1045057,0.778,surveillance
pardon,1044849,0.778,sorry
européens,1044638,0.778,European
commençait,1043503,0.778,was beginning
vienne,1042483,0.778,come
cellules,1042185,0.778,cells
mises,1041734,0.778,wagers
abri,1041602,0.778,shelter
digne,1041366,0.778,worthy
alliance,1041228,0.778,alliance
établi,1041024,0.778,established
devint,1040565,0.778,became
dure,1039240,0.778,hard
commande,1038997,0.778,ordered
pur,1038952,0.778,pure
décret,1038868,0.778,decree
scientifiques,1038722,0.778,scientists
direct,1038717,0.778,direct
doctrine,1038624,0.778,doctrine
morceau,1037924,0.778,piece
intérieure,1037488,0.778,interior
dedans,1037447,0.778,inside
parfaite,1037378,0.778,perfect
tournant,1037321,0.778,turning
séparation,1037196,0.778,separation
associations,1036667,0.778,associations
inscrit,1036579,0.778,registered
laissait,1035528,0.778,left
étoiles,1033175,0.779,stars
fleuve,1030922,0.779,river
initiative,1030117,0.779,initiative
curiosité,1029372,0.779,curiosity
pensez,1029194,0.779,think
monte,1028664,0.779,mounted
poussa,1028348,0.779,pushed
remise,1027200,0.779,delivery
concours,1026325,0.779,competition
réduction,1025637,0.779,reduction
serai,1025592,0.779,will be
culturelle,1025571,0.779,cultural
retard,1025401,0.779,delay
signification,1025114,0.779,meaning
suisse,1024985,0.779,Swiss
essaie,1024023,0.779,try
mademoiselle,1022947,0.779,miss
progressivement,1022853,0.779,gradually
investissement,1022539,0.779,investment
médias,1022432,0.779,media
principales,1022338,0.779,main
pareil,1022153,0.779,the same
russe,1022014,0.779,Russian
coopération,1021996,0.779,cooperation
collectif,1021270,0.779,collective
savent,1021078,0.779,know
refuse,1020735,0.779,denied
sagesse,1020729,0.779,wisdom
prenez,1020444,0.78,take
bonjour,1020152,0.78,hello
sel,1019863,0.78,salt
récemment,1019718,0.78,recently
royal,1017323,0.78,royal
films,1017285,0.78,movies
circulation,1017147,0.78,traffic
promis,1016620,0.78,promised
capacités,1014606,0.78,abilities
adultes,1014054,0.78,adults
Canada,1012798,0.78,Canada
poisson,1012076,0.78,fish
fins,1012013,0.78,purposes
pousse,1011783,0.78,grow
divine,1010710,0.78,divine
empêche,1010240,0.78,stop
voies,1009817,0.78,lanes
lié,1009642,0.78,related
couvert,1009475,0.78,covered
immeuble,1009092,0.78,building
fenêtres,1008286,0.78,windows
réalisé,1008283,0.78,realized
accent,1007345,0.78,accent
liées,1007220,0.78,linked
commis,1007186,0.78,clerk
quête,1006906,0.78,quest
fruit,1006718,0.78,fruit
moteur,1005959,0.78,engine
passée,1005042,0.781,past
améliorer,1004424,0.781,to improve
longueur,1004031,0.781,length
portrait,1002892,0.781,portrait
ressemble,1002364,0.781,looks like
familiale,1002282,0.781,family
bouteille,1002034,0.781,bottle
venaient,1002033,0.781,were coming
demandait,1001581,0.781,asked
distribution,1001549,0.781,distribution
firent,1001548,0.781,did
reprend,1000406,0.781,resumes
organiser,1000365,0.781,arrange
modes,1000227,0.781,fashions
disparition,999524,0.781,disappearance
quatrième,999411,0.781,fourth
implique,998791,0.781,involved
pape,998528,0.781,pope
conférence,998406,0.781,conference
voyons,998297,0.781,let's see
modalités,997866,0.781,terms
parut,997615,0.781,appeared
continua,997484,0.781,continued
der,996932,0.781,last
extraordinaire,996817,0.781,extraordinary
essayé,996521,0.781,tried
atteinte,994248,0.781,achievement
revint,993646,0.781,came back
située,993633,0.781,located
van,992682,0.782,van
croyait,991431,0.782,believed
malheureux,991048,0.782,unfortunate
frontières,991000,0.782,borders
culturel,990758,0.782,cultural
tours,990468,0.782,towers
connue,990281,0.782,known
placé,989620,0.782,square
spécifiques,989236,0.782,specific
révèle,988632,0.782,revealed
mettant,987965,0.782,putting
contient,987465,0.782,contains
coupable,987246,0.782,guilty
bain,987074,0.782,bath
cycle,986426,0.782,cycle
souriant,986334,0.782,smiling
suivantes,985982,0.782,following
voisins,985929,0.782,neighbors
contrats,985431,0.782,contracts
essai,985273,0.782,test
traiter,985049,0.782,treat
civilisation,985038,0.782,civilization
différences,984802,0.782,differences
françaises,983616,0.782,French
curieux,983615,0.782,curious
tourisme,983367,0.782,tourism
retourne,982925,0.782,return
ordinateur,982765,0.782,computer
princesse,982693,0.783,princess
maximum,982005,0.783,maximum
observe,981983,0.783,observed
auxquels,981273,0.783,to which
cliquez,981126,0.783,click
témoin,980892,0.783,witness
tenté,980810,0.783,tent
accepté,980262,0.783,accepted
composé,979511,0.783,compound
accompagner,979338,0.783,to accompany
avancer,979227,0.783,to advance
tire,979090,0.783,drawn
dispositif,978692,0.783,device
réception,978520,0.783,reception
dirigeants,977986,0.783,leaders
institut,977743,0.783,institute
avantages,977500,0.783,advantages
bains,977447,0.783,baths
trou,976611,0.783,hole
inspiration,976325,0.783,inspiration
financiers,976264,0.783,financial
collègues,976007,0.783,colleagues
agence,975516,0.783,agency
horreur,974870,0.783,horror
soutenir,974779,0.783,sustain
communautés,974354,0.783,communities
fondée,973711,0.783,founded
sacré,973477,0.783,sacred
arriva,972868,0.783,arrived
suivants,972710,0.783,next
froide,972531,0.784,cold
piste,972067,0.784,track
stade,971421,0.784,stadium
clinique,971138,0.784,clinical
solutions,970981,0.784,solutions
sage,970948,0.784,wise
atelier,970415,0.784,workshop
richesse,970311,0.784,wealth
respecter,969964,0.784,respect
composition,969381,0.784,composition
anciennes,969037,0.784,old
terminé,968222,0.784,ended
devez,968145,0.784,must
exercer,967510,0.784,exercise
relever,967387,0.784,raise
bilan,967145,0.784,balance sheet
transfert,967137,0.784,transfer
désigne,966934,0.784,means
agriculture,966932,0.784,agriculture
fallu,966923,0.784,had to
étendue,966921,0.784,extent
maladies,966846,0.784,diseases
domicile,966692,0.784,residence
exprime,965665,0.784,express
allé,965586,0.784,go
former,965565,0.784,form
sport,965490,0.784,sport
publication,965235,0.784,publication
division,964763,0.784,division
abbé,964390,0.785,abbe
planète,964067,0.785,planet
parvenir,963325,0.785,to arrive at
centaines,963307,0.785,hundreds
clés,963078,0.785,keys
architecture,962055,0.785,architecture
participer,960902,0.785,to participate
nuits,960874,0.785,nights
figures,960519,0.785,figures
fidèle,960091,0.785,faithful
Orient,958836,0.785,east
couche,958722,0.785,layer
utilise,958223,0.785,used
résoudre,957867,0.785,solve
vif,957728,0.785,vivid
queue,956985,0.785,tail
quelconque,956774,0.785,any
symbolique,956300,0.785,symbolic
calcul,956222,0.785,calculation
monnaie,955815,0.785,change
feuille,955182,0.785,sheet
affirme,953787,0.785,affirms
chrétienne,952080,0.785,Christian
duquel,951117,0.785,from which
phénomènes,950964,0.785,phenomena
présenté,950813,0.785,present
avenue,950707,0.785,avenue
chat,950623,0.785,cat
rendit,950387,0.785,returned
cultures,949973,0.785,cultures
présents,949609,0.786,present
obscurité,949519,0.786,darkness
gardes,948884,0.786,guards
réputation,948582,0.786,reputation
température,948046,0.786,temperature
légère,947063,0.786,light
joué,946567,0.786,play
enjeux,946268,0.786,challenges
sauvage,946125,0.786,savage
conserver,946044,0.786,keep
répliqua,945800,0.786,replied
rois,945768,0.786,kings
rendait,945518,0.786,returned
culte,944743,0.786,worship
instrument,944131,0.786,instrument
prévenir,944090,0.786,prevent
employés,943936,0.786,employees
juger,943663,0.786,judge
plateau,943417,0.786,plateau
voitures,942675,0.786,cars
glisser,942560,0.786,slide
gérer,942485,0.786,to manage
imposer,941985,0.786,impose
destinée,941520,0.786,destiny
courte,941209,0.786,short
sec,940611,0.786,dry
baisse,940452,0.786,decrease
visible,940417,0.786,visible
prêts,939956,0.786,loans
chiens,939220,0.786,dogs
lancer,939189,0.787,throw
historiques,938810,0.787,historical
imaginaire,938676,0.787,imaginary
fine,938563,0.787,fine
marine,938442,0.787,marine
dite,938322,0.787,said
obtenu,937766,0.787,obtained
lumières,937245,0.787,lights
étapes,936959,0.787,steps
océan,936957,0.787,ocean
soyez,935696,0.787,be
critiques,935125,0.787,reviews
toile,934669,0.787,cloth
Bretagne,934216,0.787,Brittany
drôle,932966,0.787,funny
comparaison,932933,0.787,comparison
vierge,932209,0.787,virgin
résolution,932190,0.787,resolution
décider,931816,0.787,decide
préfère,931635,0.787,favorite
paiement,931285,0.787,payment
flux,930336,0.787,flow
secrets,930175,0.787,secrets
rage,929833,0.787,rage
islam,929795,0.787,Islam
budget,929339,0.787,budget
approcha,929196,0.787,approached
secoua,928583,0.787,shook
épée,928091,0.787,sword
enceinte,928043,0.787,pregnant
noter,927160,0.787,to note
croyez,926827,0.788,believe
installé,926732,0.788,installed
solitude,925989,0.788,solitude
lieutenant,925482,0.788,lieutenant
réussite,925451,0.788,success
collège,925409,0.788,middle School
hélas,925185,0.788,alas
fournir,924740,0.788,provide
pleurer,923703,0.788,cry
découvre,923162,0.788,discover
aurez,922490,0.788,will have
net,922235,0.788,net
vendre,922019,0.788,sale
directe,921785,0.788,direct
entra,921209,0.788,entered
autrui,921191,0.788,other
quoique,921096,0.788,though
minimum,921084,0.788,minimum
intéresse,921002,0.788,interested
voisin,920952,0.788,neighbour
motif,920735,0.788,pattern
soupir,920709,0.788,sigh
intermédiaire,920628,0.788,intermediate
engager,920281,0.788,engage
prochaine,920167,0.788,next
morceaux,919269,0.788,parts
sien,919219,0.788,his
durable,918062,0.788,sustainable
finances,918011,0.788,finance
allemande,917979,0.788,German
folle,917860,0.788,crazy woman
reçoit,917724,0.789,receives
lourd,917343,0.789,heavy
autorisation,916363,0.789,permission
fatigue,916284,0.789,fatigue
instruments,915782,0.789,instruments
étrangère,915588,0.789,foreign
toit,915506,0.789,roof
précieux,914755,0.789,precious
possibilités,914032,0.789,possibilities
cuir,913961,0.789,leather
marches,913316,0.789,steps
précédent,912719,0.789,previous
inquiétude,912680,0.789,worry
remarqué,912276,0.789,noticed
cessé,912011,0.789,ceased
allant,911448,0.789,going
représentants,911407,0.789,representatives
appliquer,910905,0.789,to apply
actuel,910813,0.789,current
devrais,910382,0.789,should
légumes,909738,0.789,vegetables
modernes,908904,0.789,modern
îles,906728,0.789,he is
numérique,906558,0.789,digital
quartiers,906479,0.789,neighborhoods
possession,906392,0.789,possession
tiré,906285,0.789,drawn
portent,905970,0.789,carry
fameux,905456,0.789,famous
discuter,905417,0.789,discuss
origines,905416,0.789,origins
procédures,902807,0.79,procedures
comporte,902791,0.79,includes
respiration,901995,0.79,breathing
maire,901741,0.79,mayor
financement,901586,0.79,funding
témoignage,901330,0.79,testimony
parlant,900929,0.79,speaking
villages,900112,0.79,villages
ignore,899589,0.79,ignore
absolue,899039,0.79,absolute
pêche,898951,0.79,sin
montrent,898518,0.79,show
territoires,898482,0.79,territories
actif,898338,0.79,asset
éclat,898306,0.79,glow
généraux,898243,0.79,generals
organisme,898170,0.79,organization
chiffres,897392,0.79,figures
deviennent,897023,0.79,become
étrangères,896853,0.79,foreign
tâches,896842,0.79,tasks
tentative,896489,0.79,attempt
intensité,896466,0.79,intensity
pâle,895655,0.79,pale
distingue,895239,0.79,distinct
voile,895160,0.79,sail
relatives,893972,0.79,relative
élections,893645,0.79,elections
pitié,893491,0.79,pity
mettait,892578,0.79,was putting
quart,892464,0.79,quarter
foyer,891879,0.79,foyer
nationales,891448,0.791,national
venez,890389,0.791,come
attendu,889743,0.791,expected
luxe,889021,0.791,luxury
internationales,888954,0.791,international
pourrez,888788,0.791,can
soupe,888544,0.791,soup
mets,887735,0.791,put
physiques,887301,0.791,physical
devais,886768,0.791,had to
religieuses,886732,0.791,nuns
mémoires,885511,0.791,briefs
cria,885357,0.791,shouted
liquide,885270,0.791,liquid
décida,884806,0.791,decided
tissu,884410,0.791,tissue
chanson,884156,0.791,song
tristesse,883546,0.791,sadness
colonel,883514,0.791,colonel
tableaux,883114,0.791,paintings
Bruxelles,883078,0.791,Brussels
associés,882296,0.791,associates
apporte,880654,0.791,brought
fondé,880652,0.791,based
orientation,880422,0.791,orientation
chevalier,880016,0.791,knight
vieil,879289,0.791,old
portable,879222,0.791,portable
libres,878578,0.791,free
dut,878020,0.791,had to
voulut,877964,0.791,wanted
nu,877949,0.791,naked
décès,877550,0.791,death
conseiller,877453,0.792,advise
Algérie,877049,0.792,Algeria
compagnons,875995,0.792,companions
remis,875566,0.792,handed over
verbe,875378,0.792,verb
diffusion,875159,0.792,diffusion
renseignements,874872,0.792,information
branches,874703,0.792,branches
abandonner,874565,0.792,to abandon
fleur,873030,0.792,flower
faculté,872784,0.792,faculty
vins,872678,0.792,wines
accompagné,872234,0.792,accompanied
centres,872114,0.792,centers
accéder,871935,0.792,to access
royale,871571,0.792,royal
dimensions,871165,0.792,dimensions
suprême,870959,0.792,supreme
crée,870744,0.792,creates
assistance,870491,0.792,assistance
exigences,870336,0.792,requirements
souffrir,870294,0.792,suffer
chant,870063,0.792,singing
transformer,869973,0.792,transform
achat,869950,0.792,purchase
milliards,869122,0.792,billion
cellule,868762,0.792,cell
enseignants,868325,0.792,teachers
pousser,867683,0.792,to push
voyages,867614,0.792,trips
crâne,867601,0.792,skull
reprise,866546,0.792,reprise
solide,866200,0.793,solid
tables,865884,0.793,tables
facteur,865637,0.793,factor
malades,864836,0.793,sick
posée,864243,0.793,posed
financier,863891,0.793,financial
soldat,863849,0.793,soldier
coûts,863629,0.793,costs
allure,862852,0.793,pace
vivent,862779,0.793,live
destination,862380,0.793,destination
auront,862144,0.793,will have
venant,862055,0.793,from
intime,861660,0.793,respondent
couteau,861241,0.793,knife
poussière,861129,0.793,dust
intense,861126,0.793,intense
aperçut,860840,0.793,caught sight
visiter,860812,0.793,to visit
bière,860593,0.793,beer
climat,860509,0.793,climate
romain,860470,0.793,Roman
définitivement,859409,0.793,definitively
talent,858610,0.793,talent
Inde,857918,0.793,India
volontiers,857849,0.793,gladly
papiers,857740,0.793,papers
étudier,857562,0.793,to study
semblaient,856991,0.793,seemed
merde,856296,0.793,shit
juges,856215,0.793,judges
enfer,856023,0.793,hell
entendait,855686,0.793,heard
désolé,855293,0.793,sorry
magasin,854979,0.794,store
erreurs,854558,0.794,errors
manteau,854061,0.794,coat
latin,853897,0.794,Latin
muscles,853850,0.794,muscles
with,853559,0.794,with
plafond,853497,0.794,ceiling
quelquefois,853447,0.794,sometimes
fuite,853255,0.794,leak
bâtiments,852712,0.794,buildings
jette,852702,0.794,throws
excès,852236,0.794,excess
unes,851409,0.794,one
constitué,851276,0.794,constituted
chapeau,850661,0.794,hat
accepte,850027,0.794,accepted
journaliste,849982,0.794,journalist
placer,849954,0.794,to place
marqué,849323,0.794,mark
chiffre,848523,0.794,figure
certitude,848201,0.794,certainty
comprit,847305,0.794,understood
solidarité,847181,0.794,solidarity
disponible,846552,0.794,available
visiblement,846504,0.794,visibly
passent,846491,0.794,pass
profondeur,846207,0.794,depth
vagues,846061,0.794,waves
herbe,845910,0.794,grass
stratégies,845514,0.794,strategies
difficiles,845171,0.794,difficult
final,844215,0.794,final
levant,844001,0.794,Levant
impôt,843764,0.795,tax
poissons,843623,0.795,Pisces
hautes,843496,0.795,tall
particuliers,843364,0.795,individuals
associé,843171,0.795,associated
station,843052,0.795,station
philosophe,843014,0.795,philosopher
diagnostic,842917,0.795,diagnostic
embrasser,842701,0.795,embrace
contribution,842226,0.795,contribution
innovation,841329,0.795,innovation
loup,841158,0.795,wolf
serra,840815,0.795,tightened
race,840522,0.795,breed
démocratique,840275,0.795,democratic
capables,840187,0.795,able
compagnon,840045,0.795,companion
intellectuelle,839836,0.795,intellectual
propositions,839828,0.795,proposals
auxquelles,838982,0.795,to which
chaussures,838924,0.795,shoes
savons,838677,0.795,soaps
magie,837917,0.795,magic
guerres,837757,0.795,wars
supporter,837449,0.795,support
semblable,837278,0.795,similar
motifs,836608,0.795,patterns
phrases,836450,0.795,sentences
logement,836272,0.795,lodging
entraîne,836239,0.795,leads
trouvaient,836034,0.795,found
transmission,835742,0.795,transmission
tas,835322,0.795,heap
illusion,834902,0.795,illusion
reconnaît,834840,0.796,recognize
chemins,834363,0.796,paths
croyais,834343,0.796,believed
profession,833894,0.796,occupation
discipline,833728,0.796,discipline
endroits,833578,0.796,locations
admettre,833558,0.796,admit
désespoir,833193,0.796,despair
récits,833169,0.796,stories
garantie,832828,0.796,guarantee
armées,832726,0.796,armies
contente,831825,0.796,satisfied
pensa,831598,0.796,thought
vain,831389,0.796,vain
gars,831209,0.796,guys
intervenir,831113,0.796,to intervene
justifier,830986,0.796,justify
paradis,830875,0.796,heaven
symbole,829555,0.796,symbol
cherchait,829489,0.796,was looking for
affirmer,829226,0.796,to affirm
faiblesse,829006,0.796,weakness
expliqua,828893,0.796,explained
attirer,828171,0.796,to attract
fumée,827672,0.796,smoke
décor,826311,0.796,decor
pantalon,826199,0.796,trousers
col,825949,0.796,collar
contraintes,824315,0.796,constraints
excellent,823617,0.796,excellent
appelée,823563,0.796,called
gratuit,823524,0.796,free
active,823175,0.796,active
messieurs,823048,0.796,gentlemen
écho,822862,0.796,echo
présentent,822467,0.797,present
prochain,822422,0.797,next
dette,822090,0.797,debt
succession,821800,0.797,succession
auto,821643,0.797,car
correspondance,821397,0.797,correspondence
performance,821009,0.797,performance
crim,820755,0.797,crime
contrôler,820027,0.797,control
effectuer,819523,0.797,perform
née,819322,0.797,born
cache,819136,0.797,hidden
universelle,819133,0.797,universal
dommage,818936,0.797,shame
préféré,818639,0.797,prefer
perdue,818106,0.797,lost
promesse,817718,0.797,promise
enthousiasme,817405,0.797,enthusiasm
camarades,816954,0.797,comrades
concentration,816922,0.797,concentration
têtes,816717,0.797,heads
salaire,816329,0.797,salary
hauts,815925,0.797,tops
détermination,815737,0.797,determination
totalité,815506,0.797,totality
souris,815318,0.797,mouse
résidence,815191,0.797,residence
débats,813883,0.797,debates
résulte,813461,0.797,results
employé,813290,0.797,employee
traditionnelle,813281,0.797,traditional
esthétique,813158,0.797,aesthetic
menton,813149,0.797,chin
