ngram,freq,cumshare,en
接待,13835,0.778,reception
物资,13834,0.778,materials
跨越,13829,0.778,span
协,13822,0.778,association
身,13821,0.778,body
低于,13817,0.778,lower than
公正,13816,0.778,just
势力,13814,0.778,power
性格,13810,0.778,character
善,13799,0.778,good
财,13795,0.778,fiscal
对话,13784,0.778,dialogue
请求,13773,0.778,ask
紧张,13764,0.778,nervous
寻求,13763,0.778,seek
遵循,13752,0.779,follow
电视台,13737,0.779,TV station
年鉴,13729,0.779,yearbook
通货,13713,0.779,currency
海峡,13697,0.779,Strait
紧密,13695,0.779,close
克服,13694,0.779,overcome
动机,13693,0.779,motivation
大众,13682,0.779,public
局面,13675,0.779,situation
景区,13658,0.779,scenic spot
吸收,13656,0.779,absorb
彼此,13650,0.779,each other
京,13642,0.779,Beijing
博士,13638,0.779,PhD
建筑业,13637,0.78,construction industry
青少年,13632,0.78,teenager
繁荣,13629,0.78,prosperity
花,13622,0.78,flower
东北,13613,0.78,northeast
根,13589,0.78,root
职位,13587,0.78,position
算,13580,0.78,calculate
签署,13569,0.78,sign
装备,13555,0.78,equipment
占有,13554,0.78,possess
本文,13548,0.78,this article
不满,13541,0.78,dissatisfied
合并,13540,0.78,merge
可持续,13538,0.78,sustainable
性别,13537,0.78,gender
想象,13536,0.781,imagine
都要,13525,0.781,both
布局,13513,0.781,layout
机器,13513,0.781,machine
持有,13503,0.781,hold
感受,13497,0.781,feel
活力,13494,0.781,vitality
所示,13476,0.781,shown
死,13468,0.781,die
法人,13458,0.781,legal person
利息,13446,0.781,interest
就要,13443,0.781,about to
内需,13441,0.781,domestic demand
拉动,13433,0.781,pull
极其,13424,0.781,extremely
赔偿,13412,0.781,compensation
卡,13410,0.782,card
依,13407,0.782,according to
离,13405,0.782,leave
继承,13394,0.782,inherit
集聚,13392,0.782,agglomeration
基督教,13380,0.782,Christianity
保留,13379,0.782,reserve
物品,13379,0.782,thing
施工,13374,0.782,construction
违反,13373,0.782,violation
就像,13371,0.782,like
写作,13365,0.782,writing
这位,13359,0.782,this
合计,13355,0.782,total
痛苦,13346,0.782,pain
亏损,13346,0.782,loss
域,13345,0.783,area
扶贫,13341,0.783,poverty alleviation
险,13335,0.783,risk
标准化,13318,0.783,standardization
人格,13304,0.783,personality
下去,13301,0.783,go down
森林,13276,0.783,forest
非洲,13275,0.783,Africa
吃,13267,0.783,eat
公顷,13263,0.783,hectare
扎实,13262,0.783,solid
真理,13260,0.783,truth
否定,13260,0.783,negative
会员,13258,0.783,member
澳门,13249,0.783,Macao
态,13234,0.784,state
不论,13223,0.784,whether
光,13220,0.784,light
定价,13218,0.784,pricing
提案,13218,0.784,proposal
研究生,13217,0.784,postgraduate
提交,13194,0.784,submit
科目,13189,0.784,suject
推出,13166,0.784,roll out
特性,13160,0.784,characteristic
发放,13157,0.784,issue
含义,13156,0.784,meaning
央,13148,0.784,central
在一起,13143,0.784,together
适度,13135,0.784,moderate
纠纷,13133,0.784,dispute
策划,13125,0.784,plan
认可,13100,0.785,recognized
打造,13099,0.785,to build
某一,13090,0.785,a certain
至于,13084,0.785,as for
结算,13076,0.785,settlement
就有,13074,0.785,have
民政,13073,0.785,civil affairs
法治,13059,0.785,rule of law
母亲,13052,0.785,mother
更新,13050,0.785,renew
之所以,13046,0.785,why
薄弱,13042,0.785,weak
将会,13041,0.785,will
试,13040,0.785,try
预计,13018,0.785,expected
忽视,13015,0.785,ignore
第五,13014,0.786,fifth
复,13009,0.786,complex
借,13000,0.786,borrow
拉美,12997,0.786,Latin America
短,12988,0.786,short
享有,12979,0.786,enjoy
心态,12977,0.786,mentality
差别,12973,0.786,difference
面前,12940,0.786,before
私营,12933,0.786,private
摇,12924,0.786,shake
碳,12909,0.786,carbon
势,12902,0.786,potential
大小,12891,0.786,size
地理,12883,0.786,geography
金属,12879,0.786,metal
引,12877,0.787,lead
记账,12864,0.787,bookkeeping
平方米,12858,0.787,square meter
一面,12826,0.787,one side
阶层,12819,0.787,class
调解,12815,0.787,mediation
电脑,12788,0.787,computer
国民经济,12786,0.787,national economy
弱势,12779,0.787,weak
教会,12775,0.787,church
娱乐,12773,0.787,entertainment
将来,12766,0.787,future
么,12760,0.787,what
创意,12724,0.787,creative
象,12722,0.787,elephant
懂得,12716,0.787,know
坚决,12714,0.787,resolutely
劳动者,12709,0.788,laborer
况,12703,0.788,condition
首都,12697,0.788,capital
库,12679,0.788,library
本科,12675,0.788,undergraduate
四川,12667,0.788,Sichuan
人性,12665,0.788,human nature
消耗,12660,0.788,consume
维,12649,0.788,dimension
曲线,12646,0.788,curve
都不,12633,0.788,neither
共有,12628,0.788,shared
武器,12625,0.788,arms
重复,12622,0.788,repeat
执政,12621,0.788,govern
集成,12621,0.788,integrated
所有权,12606,0.788,ownership
渔业,12606,0.789,fishery
主流,12605,0.789,mainstream
错,12590,0.789,wrong
促使,12575,0.789,prompt
招聘,12573,0.789,recruitment
截至,12570,0.789,as of
特区,12566,0.789,SAR
纯,12555,0.789,pure
高于,12548,0.789,higher than
应付,12546,0.789,handle
职务,12541,0.789,job title
缺点,12534,0.789,shortcoming
内心,12532,0.789,heart
接近,12517,0.789,near
双,12508,0.789,pair
监察,12487,0.789,monitor
刊,12476,0.789,magazine
医生,12469,0.79,doctor
封建,12469,0.79,feudal
率先,12465,0.79,take the lead
大批,12463,0.79,in large numbers
设想,12456,0.79,imagine
科学家,12455,0.79,the scientist
看出,12454,0.79,see
奥运会,12445,0.79,Olympic Games
记忆,12438,0.79,memory
常务,12435,0.79,standing
采,12429,0.79,pick
双边,12428,0.79,bilateral
一体,12428,0.79,one
最为,12420,0.79,most
有助于,12419,0.79,helps
收支,12416,0.79,income and expenditure
养,12410,0.79,keep
满,12410,0.791,full
期望,12409,0.791,expect
激烈,12406,0.791,fierce
条款,12400,0.791,terms
二十,12394,0.791,twenty
视为,12391,0.791,regarded as
学历,12387,0.791,education
互,12382,0.791,mutual
付出,12381,0.791,pay
空,12379,0.791,
后果,12379,0.791,as a result of
有机,12372,0.791,organic
收到,12359,0.791,receive
续,12344,0.791,continued
方便,12342,0.791,convenient
福建,12339,0.791,Fujian
临时,12334,0.791,temporary
园,12332,0.792,garden
传递,12332,0.792,transfer
合作社,12316,0.792,cooperative
审核,12315,0.792,audit
增值,12304,0.792,value added
论述,12302,0.792,discuss
正义,12300,0.792,justice
所得,12284,0.792,income
河南,12282,0.792,Henan
工伤,12280,0.792,work injury
几年,12278,0.792,several years
遵守,12270,0.792,obey
自治,12256,0.792,autonomy
防治,12250,0.792,prevention and treatment
新建,12226,0.792,new
当中,12221,0.792,among
网上,12217,0.792,online
飞机,12217,0.793,airplane
征收,12217,0.793,collection
自动,12214,0.793,automatic
学界,12207,0.793,academia
爆发,12205,0.793,break out
殖民,12199,0.793,colonial
违规,12194,0.793,violation
录,12192,0.793,record
人民政府,12191,0.793,people's government
广阔,12187,0.793,broad
简称,12182,0.793,short name
系数,12176,0.793,coefficient
鉴于,12174,0.793,in view of
织,12170,0.793,weave
停止,12162,0.793,stop
干预,12156,0.793,intervene
众,12156,0.793,congregation
增进,12154,0.793,enhance
知识产权,12146,0.794,intellectual property
指挥,12139,0.794,command
所得税,12132,0.794,income tax
审,12123,0.794,trial
其它,12122,0.794,other
分散,12113,0.794,dispersion
热点,12110,0.794,hot spot
对其,12107,0.794,to it
印象,12105,0.794,impression
上级,12101,0.794,superior
公路,12089,0.794,highway
从业,12086,0.794,practitioner
意思,12083,0.794,mean
报纸,12077,0.794,newspaper
基因,12075,0.794,gene
毕竟,12048,0.794,after all
剩余,12039,0.794,remaining
为此,12026,0.795,to this end
所有者,12017,0.795,owner
出售,12015,0.795,sell
这时,12014,0.795,at this time
借鉴,12014,0.795,learn from
士,12008,0.795,scholar
人文,12008,0.795,humanities
奋斗,12006,0.795,struggle
邀请,12003,0.795,invite
赋予,12000,0.795,endow
伙伴,11999,0.795,partner
试图,11988,0.795,attempt
单一,11979,0.795,single
例子,11978,0.795,example
这类,11965,0.795,this kind
稳,11954,0.795,stable
红,11943,0.795,red
国防,11941,0.795,national defense
一份,11938,0.796,one serving
品种,11929,0.796,variety
就能,11917,0.796,can
共产,11902,0.796,communist
零,11897,0.796,zero
法定,11891,0.796,legal
宁夏,11890,0.796,Ningxia
互助,11873,0.796,mutual aid
联网,11870,0.796,networking
取消,11865,0.796,Cancel
或是,11864,0.796,or
令人,11860,0.796,impressive
很快,11842,0.796,soon
劳务,11840,0.796,service
革,11837,0.796,leather
人权,11819,0.796,human rights
另一个,11812,0.796,another
参,11811,0.796,ginseng
识别,11808,0.797,identify
医学,11806,0.797,medicine
高效,11805,0.797,efficient
指定,11795,0.797,specify
对此,11793,0.797,to this
反而,11792,0.797,instead
大局,11790,0.797,big picture
药品,11789,0.797,drug
下面,11786,0.797,under
佛教,11776,0.797,Buddhism
振兴,11766,0.797,Revitalize
苏,11760,0.797,Su
含,11760,0.797,contains
中小企业,11760,0.797,SMEs
备,11756,0.797,prepare
制订,11750,0.797,formulate
广州,11749,0.797,Guangzhou
康复,11748,0.797,recovery
极大,11733,0.798,great
所说,11731,0.798,said
供求,11721,0.798,supply and demand
诸如,11717,0.798,such as
港口,11714,0.798,port
声音,11707,0.798,sound
官,11706,0.798,official
重要性,11705,0.798,importance
积,11685,0.798,product
变更,11679,0.798,change
申报,11676,0.798,declare
周年,11674,0.798,anniversary
不到,11674,0.798,less than
风格,11674,0.798,style
班子,11668,0.798,team
补助,11662,0.798,grant
东方,11655,0.798,east
想到,11653,0.798,think
备案,11650,0.799,filing
山东,11645,0.799,Shandong
总数,11643,0.799,total
公式,11630,0.799,formula
配,11628,0.799,match
婚姻,11624,0.799,marriage
影视,11609,0.799,film and television
套,11596,0.799,set
会见,11594,0.799,meet
下属,11593,0.799,subordinate
信托,11588,0.799,trust
存货,11588,0.799,stock
广西,11571,0.799,Guangxi
办公,11569,0.799,office
新增,11568,0.799,new
航空,11561,0.799,aviation
缺陷,11556,0.799,defect
台独,11553,0.799,Taiwan independence
也要,11551,0.8,also
致,11548,0.8,to
三次,11536,0.8,three times
虽,11536,0.8,although
文本,11532,0.8,text
过来,11523,0.8,come over
乐,11517,0.8,happy
有关部门,11515,0.8,relevant departments
命令,11513,0.8,order
两国,11503,0.8,two countries
祖国,11501,0.8,motherland
可能性,11488,0.8,possibility
布,11487,0.8,cloth
住宿,11484,0.8,stay
熟悉,11482,0.8,familiar
出生,11477,0.8,born
最初,11475,0.8,initial
动员,11475,0.8,mobilization
农林,11471,0.8,Agriculture and Forestry
奖励,11471,0.801,award
浪费,11468,0.801,waste
导弹,11453,0.801,missile
男性,11452,0.801,male
回归,11452,0.801,return
主持,11451,0.801,host
底,11450,0.801,end
每一,11441,0.801,each
会谈,11438,0.801,talks
潜力,11436,0.801,potential
宝宝,11432,0.801,baby
贸,11431,0.801,trade
无疑,11427,0.801,undoubtedly
游客,11416,0.801,tourists
整顿,11408,0.801,rectify
联邦,11408,0.801,federal
激发,11403,0.801,excitation
企业家,11398,0.801,entrepreneur
对立,11396,0.802,opposition
载,11394,0.802,load
变迁,11393,0.802,change
会有,11393,0.802,there will be
防,11391,0.802,defend
灵魂,11390,0.802,soul
处罚,11388,0.802,punish
才是,11384,0.802,is
床位,11383,0.802,bed
界定,11382,0.802,define
车间,11381,0.802,workshop
退休,11365,0.802,retire
不利,11363,0.802,unfavorable
路径,11360,0.802,path
而不,11358,0.802,instead of
富,11355,0.802,rich
伦理,11351,0.802,ethics
兴,11346,0.802,prosper
黄金,11345,0.802,gold
省级,11340,0.803,provincial
直,11327,0.803,straight
刑事,11325,0.803,criminal
也就是说,11323,0.803,that is to say
尝试,11316,0.803,try
比率,11311,0.803,ratio
四个,11306,0.803,four
主办,11304,0.803,host
初期,11303,0.803,early stage
实证,11299,0.803,evidence
流量,11296,0.803,flow
大于,11295,0.803,more than the
说话,11255,0.803,say
最佳,11243,0.803,optimal
游,11237,0.803,tour
认证,11236,0.803,certification
危害,11230,0.803,harm
研制,11226,0.803,develop
作战,11224,0.803,fight
分离,11223,0.804,separate
对比,11216,0.804,compared
分裂,11213,0.804,split
薪酬,11211,0.804,salary
样本,11208,0.804,sample
管理局,11207,0.804,authority
禁止,11206,0.804,prohibit
现行,11206,0.804,in force
热,11201,0.804,hot
全球化,11195,0.804,globalization
隐患,11187,0.804,hidden danger
条约,11185,0.804,treaty
仲裁,11183,0.804,arbitration
总产值,11177,0.804,gross output value
自信,11176,0.804,confidence
真的,11165,0.804,real
至今,11164,0.804,to date
清晰,11153,0.804,clear
处置,11152,0.804,dispose of
一生,11148,0.805,lifetime
更高,11148,0.805,higher
增长率,11146,0.805,growth rate
欲望,11145,0.805,desire
陕西,11145,0.805,Shaanxi
不得不,11140,0.805,have to
体制改革,11139,0.805,institutional reform
商标,11114,0.805,trademark
突然,11107,0.805,sudden
引领,11098,0.805,lead
董事会,11073,0.805,Board of Directors
精,11073,0.805,refined
管制,11069,0.805,control
图书馆,11067,0.805,library
两者,11064,0.805,both
发动,11062,0.805,launch
水利,11056,0.805,water conservancy
监,11055,0.805,supervise
智能,11052,0.805,intelligent
领导人,11044,0.806,leader
往,11030,0.806,past
地震,11013,0.806,earthquake
售,11011,0.806,sale
承包,11006,0.806,contract
归,10995,0.806,return
影片,10978,0.806,film
全力,10978,0.806,all out
赴,10967,0.806,go
送,10967,0.806,deliver
流域,10959,0.806,watershed
要有,10955,0.806,have
技巧,10950,0.806,skill
信念,10937,0.806,belief
律,10937,0.806,law
唯,10933,0.806,only
习,10923,0.806,habit
扩展,10916,0.806,expand
或许,10912,0.806,perhaps
序,10904,0.807,sequence
资产阶级,10900,0.807,bourgeoisie
龙头,10893,0.807,faucet
册,10877,0.807,book
思潮,10870,0.807,trend of thought
欧盟,10866,0.807,EU
个别,10859,0.807,individual
怀疑,10830,0.807,suspect
第六,10824,0.807,sixth
耕地,10821,0.807,arable land
希腊,10815,0.807,Greece
用品,10805,0.807,supplies
大多,10802,0.807,most
意大利,10798,0.807,Italy
进攻,10797,0.807,attack
协同,10793,0.807,Collaborate
命,10787,0.807,life
棉花,10783,0.807,cotton
安装,10780,0.807,install
公益,10776,0.807,public welfare
介入,10776,0.808,intervention
便于,10774,0.808,easy to
回到,10771,0.808,back
选拔,10764,0.808,selection
原料,10763,0.808,raw material
演讲,10762,0.808,speech
说法,10754,0.808,statement
模,10751,0.808,mold
所需,10746,0.808,required
消息,10746,0.808,information
那种,10739,0.808,kind
审议,10728,0.808,review
教材,10721,0.808,teaching material
食物,10721,0.808,food
攻击,10720,0.808,attack
妥善,10719,0.808,proper
恰恰,10718,0.808,precisely
家长,10717,0.808,parents
取决于,10709,0.808,depending on
融,10708,0.808,melt
李,10697,0.809,plum
本国,10694,0.809,home country
敌人,10688,0.809,enemy
产出,10685,0.809,output
旅行社,10684,0.809,travel agency
中文,10682,0.809,Chinese
通用,10670,0.809,universal
精力,10666,0.809,energy
举,10665,0.809,lift
境外,10662,0.809,overseas
契约,10661,0.809,contract
待,10656,0.809,treat
物理,10652,0.809,physics
丧失,10647,0.809,lose
岛,10639,0.809,island
专用,10636,0.809,dedicated
内地,10636,0.809,mainland
酒店,10634,0.809,hotel
西北,10612,0.809,northwest
周围,10611,0.809,around
展览,10607,0.81,exhibition
罪,10594,0.81,crime
从来,10588,0.81,never
诸多,10587,0.81,many
本人,10586,0.81,myself
决议,10584,0.81,resolution
市政府,10581,0.81,City Hall
时刻,10568,0.81,time
赢得,10558,0.81,win
表演,10555,0.81,performance
终端,10555,0.81,terminal
可靠,10553,0.81,reliable
货,10552,0.81,goods
凡是,10547,0.81,all
起到,10536,0.81,play
换,10527,0.81,change
灵活,10519,0.81,flexible
账款,10518,0.81,accounts
总计,10517,0.81,total
伤害,10516,0.81,harm
进出口,10503,0.811,import and export
使命,10497,0.811,mission
断,10491,0.811,broken
容,10487,0.811,allow
修正,10486,0.811,fix
成都,10486,0.811,Chengdu
较低,10484,0.811,lower
实在,10479,0.811,really
服装,10477,0.811,clothing
预,10477,0.811,pre
坚定,10475,0.811,firm
失,10467,0.811,lose
出租,10461,0.811,rent
绝,10455,0.811,absolutely
放在,10455,0.811,put
创造性,10446,0.811,creativity
一件,10446,0.811,one piece
托,10445,0.811,care
种类,10428,0.811,type
分享,10425,0.811,share
才会,10420,0.812,will
南京,10415,0.812,Nanjing
暴力,10414,0.812,violence
料,10394,0.812,material
中介,10392,0.812,intermediary
响,10388,0.812,ring
消极,10376,0.812,negative
美好,10366,0.812,good
黑龙江,10362,0.812,Heilongjiang
升,10360,0.812,lift
新疆,10357,0.812,Xinjiang
建构,10351,0.812,construct
用来,10341,0.812,used to
前进,10339,0.812,go ahead
此时,10317,0.812,at this time
突,10316,0.812,sudden
包装,10311,0.812,package
中等,10296,0.812,medium
感知,10295,0.812,perception
蒋介石,10287,0.812,Chiang Kai-shek
经典,10280,0.812,classic
免费,10276,0.813,free
武汉,10269,0.813,Wuhan
库存,10265,0.813,in stock
本来,10263,0.813,originally
很少,10260,0.813,rare
日期,10258,0.813,date
辅助,10252,0.813,auxiliary
延伸,10249,0.813,extend
工艺,10248,0.813,craft
不良,10247,0.813,bad
梦想,10245,0.813,dream
票,10243,0.813,ticket
与其,10240,0.813,with it
告,10235,0.813,tell
过度,10230,0.813,over
地点,10228,0.813,place
地方政府,10228,0.813,local government
相似,10226,0.813,resemblance
得出,10223,0.813,inferred
多样,10211,0.813,diverse
阳,10210,0.814,positive
抽样,10210,0.814,sampling
书面,10207,0.814,written
子女,10205,0.814,child
数据库,10203,0.814,database
比赛,10200,0.814,contest
客,10198,0.814,guest
高中,10194,0.814,high school
董事,10192,0.814,director
缺少,10189,0.814,lack
另一,10186,0.814,another
不变,10181,0.814,constant
示,10180,0.814,show
资助,10169,0.814,funding
善于,10155,0.814,good at
加速,10155,0.814,accelerate
演变,10147,0.814,evolution
账,10144,0.814,account
既然,10123,0.814,now that
里面,10117,0.814,in
功,10115,0.814,achievement
色,10110,0.815,color
三角,10109,0.815,triangle
官方,10101,0.815,official
脱离,10097,0.815,break away
保健,10087,0.815,health care
留下,10075,0.815,leave
人事,10072,0.815,personnel
道理,10071,0.815,reason
人群,10064,0.815,crowd
对应,10058,0.815,correspond
范畴,10055,0.815,category
单独,10053,0.815,alone
许,10042,0.815,may
缓慢,10035,0.815,slow
论证,10033,0.815,argument
草案,10029,0.815,draft
视角,10025,0.815,perspective
总之,10025,0.815,anyhow
上面,10022,0.815,above
放松,10016,0.815,relax
家里,10015,0.815,home
重建,10014,0.816,reconstruction
作风,10011,0.816,style
类别,10009,0.816,category
儿子,9995,0.816,son
驱动,9992,0.816,drive
消费品,9986,0.816,consumer goods
随时,9982,0.816,at any time
虚拟,9976,0.816,virtual
区分,9975,0.816,distinguish
愿望,9972,0.816,desire
想要,9970,0.816,want to
节目,9963,0.816,programme
罗马,9961,0.816,Rome
省委,9950,0.816,Provincial Party Committee
爱情,9944,0.816,love
破产,9942,0.816,bankruptcy
期权,9940,0.816,options
非法,9929,0.816,illegal
增幅,9928,0.816,increase
三种,9927,0.816,three
陷入,9926,0.816,fall into
表面,9923,0.816,surface
报刊,9921,0.817,press
开拓,9920,0.817,open up
回报,9885,0.817,return
鉴定,9884,0.817,identification
范,9875,0.817,fan
执业,9870,0.817,practice
高兴,9853,0.817,happy
亲自,9840,0.817,personally
转向,9833,0.817,turn
国王,9830,0.817,king
多次,9824,0.817,repeatedly
法案,9823,0.817,bill
答案,9821,0.817,answer
面向,9821,0.817,oriented
来到,9821,0.817,come
事业单位,9820,0.817,business unit
约定,9818,0.817,convention
印,9818,0.817,print
沉,9811,0.817,Shen
已有,9800,0.817,have
符号,9795,0.817,symbol
名义,9789,0.818,name
后者,9789,0.818,the latter
困境,9788,0.818,dilemma
弹性,9787,0.818,elasticity
甲,9775,0.818,first
建国,9774,0.818,founding
往来,9773,0.818,contacts
通讯,9771,0.818,communication
相继,9768,0.818,successively
流入,9767,0.818,inflow
月底,9747,0.818,end of the month
啊,9746,0.818,what
销,9739,0.818,pin
优惠,9727,0.818,discount
话语,9719,0.818,discourse
审判,9702,0.818,trial
阐述,9698,0.818,expound
推荐,9698,0.818,recommend
范式,9692,0.818,paradigm
体会,9690,0.818,experience
素,9684,0.818,white
业主,9680,0.818,owner
速,9680,0.819,speed
马上,9680,0.819,immediately
大约,9678,0.819,about
地域,9675,0.819,area
拍摄,9669,0.819,shoot
稿,9664,0.819,draft
华侨,9662,0.819,overseas Chinese
人为,9647,0.819,artificial
一名,9640,0.819,one
维修,9638,0.819,repair
休闲,9627,0.819,leisure
中共中央,9622,0.819,Central Committee of the Communist Party of China
国会,9613,0.819,Congress
短缺,9613,0.819,shortage
东部,9603,0.819,east
消,9591,0.819,remove
效能,9583,0.819,efficacy
无限,9582,0.819,unlimited
摆脱,9556,0.819,get rid of
加拿大,9548,0.819,Canada
公社,9543,0.819,commune
重组,9542,0.819,reorganization
略,9537,0.82,slightly
领袖,9533,0.82,leader
声,9530,0.82,voice
挫折,9528,0.82,frustration
资讯,9527,0.82,news
同胞,9526,0.82,fellow
打破,9524,0.82,break in
境内,9522,0.82,territory
监控,9519,0.82,monitor
引入,9519,0.82,introduce
抽象,9517,0.82,abstract
前面,9516,0.82,front
促,9515,0.82,promote
合伙,9506,0.82,partnership
不了,9502,0.82,no
电台,9495,0.82,radio
撰写,9494,0.82,write
修,9494,0.82,build
公允,9492,0.82,fair
独,9490,0.82,alone
眼光,9486,0.82,vision
厂商,9479,0.82,manufacturer
所属,9467,0.821,belong
哪,9455,0.821,where
住宅,9451,0.821,residential
之下,9444,0.821,under
币,9440,0.821,currency
生动,9437,0.821,vivid
某个,9436,0.821,a certain
意愿,9433,0.821,will
毫无,9428,0.821,none
国土,9423,0.821,land
神话,9421,0.821,myth
筹集,9415,0.821,raise
完美,9412,0.821,perfect
走出,9405,0.821,go out
足,9401,0.821,foot
甘肃,9398,0.821,Gansu
违约,9394,0.821,default
十八,9392,0.821,eighteen
期末,9391,0.821,end of period
深远,9389,0.821,far-reaching
反馈,9382,0.821,feedback
查处,9380,0.821,investigate
照,9375,0.821,according to
原有,9373,0.822,original
细胞,9372,0.822,cell
驻,9371,0.822,stationed
媒介,9364,0.822,medium
提前,9358,0.822,in advance
一代,9358,0.822,generation
太阳,9357,0.822,sun
信访,9355,0.822,petition
粮,9349,0.822,grain
分钟,9344,0.822,minute
通胀,9341,0.822,inflation
中期,9341,0.822,medium term
演出,9331,0.822,show
邓小平,9318,0.822,Deng Xiaoping
年初,9318,0.822,beginning of the year
心情,9318,0.822,feeling
也在,9306,0.822,also
细节,9302,0.822,detail
舞台,9295,0.822,stage
极端,9292,0.822,extreme
清理,9289,0.822,clean up
世博,9287,0.822,Expo
色彩,9277,0.822,color
议会,9269,0.823,parliament
英文,9269,0.823,English
局长,9266,0.823,secretary
朝鲜,9265,0.823,North Korea
验,9256,0.823,test
近年来,9253,0.823,in recent years
器材,9253,0.823,equipment
谈话,9236,0.823,conversation
退出,9234,0.823,quit
大规模,9234,0.823,massive
消失,9225,0.823,disappear
紧,9222,0.823,tight
最多,9222,0.823,most
件事,9222,0.823,thing
单纯,9221,0.823,simple
种植,9219,0.823,plant
议题,9217,0.823,issue
心中,9215,0.823,heart
整治,9214,0.823,remediation
升值,9214,0.823,appreciation
企图,9206,0.823,attempt
万户,9197,0.823,million households
帮,9196,0.823,help
流失,9195,0.824,lost
动作,9189,0.824,action
好像,9188,0.824,like
不好,9184,0.824,not good
氛围,9183,0.824,atmosphere
要把,9179,0.824,to put
促销,9175,0.824,promotion
一场,9171,0.824,a
弘扬,9170,0.824,carry forward
念,9168,0.824,read
测量,9163,0.824,measurement
拿,9161,0.824,take
置,9159,0.824,set
前者,9157,0.824,former
发达国家,9155,0.824,developed countries
遇,9154,0.824,encounter
地面,9153,0.824,ground
陈,9153,0.824,list
都能,9148,0.824,can
成品,9139,0.824,finished product
以往,9138,0.824,in the past
检察,9136,0.824,prosecutor
泡沫,9129,0.824,foam
一流,9124,0.825,first class
营造,9117,0.825,create
发展中国家,9114,0.825,developing country
有点,9104,0.825,a bit
征求,9101,0.825,seek
意味,9097,0.825,mean
土,9090,0.825,earth
长远,9079,0.825,long
社会经济,9078,0.825,socioeconomic
位于,9076,0.825,lie in
塑造,9070,0.825,shape
流行,9070,0.825,popularity
纪律,9070,0.825,discipline
混乱,9067,0.825,confusion
球,9062,0.825,ball
高层,9056,0.825,high level
舆论,9043,0.825,public opinion
宽松,9038,0.825,loose
云,9038,0.825,cloud
纠正,9030,0.825,correct
矿采选,9025,0.825,mining and dressing
深度,9024,0.825,depth
表彰,9022,0.825,Commend
印发,9018,0.826,issued
事务所,9017,0.826,office
极为,9013,0.826,extremely
百万,9007,0.826,million
展现,8993,0.826,show
提取,8992,0.826,extract
边,8986,0.826,side
阐释,8983,0.826,explain
折旧,8978,0.826,depreciation
公约,8976,0.826,convention
车辆,8973,0.826,vehicle
负面,8965,0.826,negative
生产率,8963,0.826,productivity
代价,8963,0.826,cost
尽快,8960,0.826,ASAP
毕业生,8958,0.826,graduate
致力,8957,0.826,dedicated to
资质,8953,0.826,qualification
当选,8952,0.826,elected
支援,8948,0.826,support
一部,8940,0.826,one
借助,8938,0.826,with the help of
适时,8938,0.826,timely
适宜,8936,0.826,suitable
国债,8929,0.827,national debt
不错,8928,0.827,good
药,8925,0.827,medicine
在内,8920,0.827,within
哪里,8916,0.827,where
抗战,8913,0.827,Anti-Japanese War
假如,8912,0.827,if
最早,8910,0.827,earliest
成分,8896,0.827,element
专科,8895,0.827,specialist
凝聚,8891,0.827,agglomerate
过渡,8890,0.827,transition
服从,8885,0.827,obey
期货,8884,0.827,futures
债权人,8882,0.827,creditor
便利,8881,0.827,convenient
宽带,8868,0.827,Broadband
有待,8866,0.827,to be
授予,8859,0.827,grant
铁,8856,0.827,iron
身边,8854,0.827,around
读书,8853,0.827,read
劳,8851,0.827,labor
普,8850,0.827,general
小型,8849,0.828,small
护,8846,0.828,protect
如今,8835,0.828,now
慈善,8835,0.828,charitable
烟草,8835,0.828,tobacco
究竟,8834,0.828,after all
题材,8831,0.828,theme
历,8823,0.828,calendar
暂时,8818,0.828,temporary
实效,8818,0.828,effectiveness
态势,8817,0.828,situation
陈水扁,8816,0.828,Chen Shuibian
启蒙,8810,0.828,enlightenment
介,8810,0.828,between
丈夫,8809,0.828,husband
提到,8808,0.828,mentioned
警察,8801,0.828,police
五年,8796,0.828,five years
老年,8796,0.828,elderly
遭到,8795,0.828,suffered
暂行,8794,0.828,Tentatively
设定,8794,0.828,set up
坏,8792,0.828,bad
店,8778,0.828,shop
三年,8772,0.829,three years
而已,8771,0.829,just
艰苦,8767,0.829,hard
使其,8761,0.829,make it
取代,8750,0.829,replace
用人,8750,0.829,employ people
名字,8743,0.829,name
纪念,8742,0.829,commemorate
从业人员,8739,0.829,practitioners
合适,8732,0.829,suitable
能否,8727,0.829,can
普查,8726,0.829,census
奠定,8726,0.829,lay
民事,8713,0.829,civil
县级,8713,0.829,county level
上司,8711,0.829,boss
矿,8710,0.829,mine
央行,8705,0.829,central bank
毛,8703,0.829,hair
随后,8698,0.829,subsequently
让人,8695,0.829,make people
述,8695,0.829,stated
行政区,8690,0.829,administrative area
古典,8687,0.829,classical
全会,8681,0.83,plenary
嫌疑,8679,0.83,suspect
谢,8674,0.83,thanks
仪式,8668,0.83,ceremony
金钱,8667,0.83,money
载体,8666,0.83,carrier
矿井,8662,0.83,mine
作了,8660,0.83,made
移,8656,0.83,shift
千瓦,8653,0.83,kilowatt
票据,8653,0.83,bill
组建,8647,0.83,form
博弈,8644,0.83,game
防范,8643,0.83,guard against
三大,8637,0.83,three
保存,8636,0.83,save
卫星,8632,0.83,satellite
妈妈,8628,0.83,mother
